Recipe_ID,Dish_Name,Cuisine,Meal_Type,Diet_Type,Ingredients,Step_1,Step_2,Step_3,Step_4
80,Teriyaki Chicken,Japanese,Breakfast,Vegan,"chicken, soy sauce, sugar","Step 1: Prepare ingredients by cleaning and chopping: chicken, soy sauce.",Step 2: Heat oil in a wok and boil chicken for 5 minutes.,"Step 3: Add soy sauce and sugar to the grill, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
81,Chili Con Carne,Mexican,Dinner,Vegan,"beef, beans, tomato","Step 1: Prepare ingredients by cleaning and chopping: beef, beans.",Step 2: Heat oil in a pot and sauté beef for 5 minutes.,"Step 3: Add beans and tomato to the grill, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
82,Crepes,French,Lunch,Vegetarian,"flour, milk, egg","Step 1: Prepare ingredients by cleaning and chopping: flour, milk.",Step 2: Heat oil in a wok and simmer flour for 5 minutes.,"Step 3: Add milk and egg to the pot, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
83,Sweet and Sour Pork,Chinese,Breakfast,Non-Vegetarian,"pork, pineapple, pepper","Step 1: Prepare ingredients by cleaning and chopping: pork, pineapple.",Step 2: Heat oil in a wok and grill pork for 5 minutes.,"Step 3: Add pineapple and pepper to the saucepan, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
84,Massaman Curry,Thai,Lunch,Non-Vegetarian,"beef, potato, coconut milk","Step 1: Prepare ingredients by cleaning and chopping: beef, potato.",Step 2: Heat oil in a steamer and boil beef for 5 minutes.,"Step 3: Add potato and coconut milk to the skillet, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
85,Margherita Pizza,Italian,Lunch,Vegetarian,"cheese, tomato, basil","Step 1: Prepare ingredients by cleaning and chopping: cheese, tomato.",Step 2: Heat oil in a oven and simmer cheese for 5 minutes.,"Step 3: Add tomato and basil to the steamer, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
86,BBQ Ribs,American,Snack,Vegan,"pork, bbq sauce, spices","Step 1: Prepare ingredients by cleaning and chopping: pork, bbq sauce.",Step 2: Heat oil in a grill and bake pork for 5 minutes.,"Step 3: Add bbq sauce and spices to the pan, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
87,Quiche Lorraine,French,Dinner,Non-Vegetarian,"egg, cheese, bacon","Step 1: Prepare ingredients by cleaning and chopping: egg, cheese.",Step 2: Heat oil in a saucepan and blanch egg for 5 minutes.,"Step 3: Add cheese and bacon to the wok, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
88,French Onion Soup,French,Lunch,Gluten-Free,"onion, beef broth, cheese","Step 1: Prepare ingredients by cleaning and chopping: onion, beef broth.",Step 2: Heat oil in a pot and boil onion for 5 minutes.,"Step 3: Add beef broth and cheese to the saucepan, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
89,Masala Dosa,Indian,Lunch,Vegetarian,"potato, rice, onion, mustard seeds, green chili, ginger","Step 1: Prepare ingredients by cleaning and chopping: potato, rice.",Step 2: Heat oil in a saucepan and bake potato for 5 minutes.,"Step 3: Add rice and onion to the pot, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
90,BBQ Ribs,American,Snack,Non-Vegetarian,"pork, bbq sauce, spices","Step 1: Prepare ingredients by cleaning and chopping: pork, bbq sauce.",Step 2: Heat oil in a oven and blanch pork for 5 minutes.,"Step 3: Add bbq sauce and spices to the steamer, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
91,Beef Bourguignon,French,Breakfast,Vegetarian,"beef, red wine, carrot","Step 1: Prepare ingredients by cleaning and chopping: beef, red wine.",Step 2: Heat oil in a skillet and roast beef for 5 minutes.,"Step 3: Add red wine and carrot to the grill, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
92,Teriyaki Chicken,Japanese,Breakfast,Gluten-Free,"chicken, soy sauce, sugar","Step 1: Prepare ingredients by cleaning and chopping: chicken, soy sauce.",Step 2: Heat oil in a grill and grill chicken for 5 minutes.,"Step 3: Add soy sauce and sugar to the oven, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
93,Penne Arrabbiata,Italian,Snack,Gluten-Free,"penne, tomato, garlic","Step 1: Prepare ingredients by cleaning and chopping: penne, tomato.",Step 2: Heat oil in a saucepan and simmer penne for 5 minutes.,"Step 3: Add tomato and garlic to the steamer, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
94,BBQ Ribs,American,Lunch,Non-Vegetarian,"pork, bbq sauce, spices","Step 1: Prepare ingredients by cleaning and chopping: pork, bbq sauce.",Step 2: Heat oil in a steamer and blanch pork for 5 minutes.,"Step 3: Add bbq sauce and spices to the pot, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
95,Chole Bhature,Indian,Snack,Gluten-Free,"chickpeas, onion, flour, ginger, green chili, garam masala","Step 1: Prepare ingredients by cleaning and chopping: chickpeas, onion.",Step 2: Heat oil in a oven and blanch chickpeas for 5 minutes.,"Step 3: Add onion and flour to the skillet, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
96,Mac and Cheese,American,Dinner,Non-Vegetarian,"macaroni, cheese, milk, butter, flour, milk, salt, pepper",Step 1: Boil macaroni in salted water until al dente. Drain and set aside.,"Step 2: In a saucepan, melt butter and stir in flour to form a roux. Gradually whisk in milk.","Step 3: Add cheese, stir until melted and creamy. Mix in the cooked macaroni.","Step 4: Simmer for 2-3 minutes, season with salt and pepper, and serve hot."
97,Quesadilla,Mexican,Breakfast,Non-Vegetarian,"cheese, tortilla, chicken","Step 1: Prepare ingredients by cleaning and chopping: cheese, tortilla.",Step 2: Heat oil in a grill and sauté cheese for 5 minutes.,"Step 3: Add tortilla and chicken to the steamer, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
98,BBQ Ribs,American,Dinner,Vegetarian,"pork, bbq sauce, spices","Step 1: Prepare ingredients by cleaning and chopping: pork, bbq sauce.",Step 2: Heat oil in a oven and steam pork for 5 minutes.,"Step 3: Add bbq sauce and spices to the steamer, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
99,Kung Pao Chicken,Chinese,Snack,Gluten-Free,"chicken, peanuts, chili","Step 1: Prepare ingredients by cleaning and chopping: chicken, peanuts.",Step 2: Heat oil in a oven and grill chicken for 5 minutes.,"Step 3: Add peanuts and chili to the skillet, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
100,Thai Fried Rice,Thai,Snack,Gluten-Free,"rice, egg, chicken","Step 1: Prepare ingredients by cleaning and chopping: rice, egg.",Step 2: Heat oil in a grill and boil rice for 5 minutes.,"Step 3: Add egg and chicken to the pot, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
101,Pancakes,American,Dinner,Gluten-Free,"flour, egg, milk","Step 1: Prepare ingredients by cleaning and chopping: flour, egg.",Step 2: Heat oil in a pot and bake flour for 5 minutes.,"Step 3: Add egg and milk to the saucepan, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
102,Margherita Pizza,Italian,Dinner,Vegetarian,"cheese, tomato, basil","Step 1: Prepare ingredients by cleaning and chopping: cheese, tomato.",Step 2: Heat oil in a steamer and bake cheese for 5 minutes.,"Step 3: Add tomato and basil to the oven, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
103,Chili Con Carne,Mexican,Snack,Non-Vegetarian,"beef, beans, tomato","Step 1: Prepare ingredients by cleaning and chopping: beef, beans.",Step 2: Heat oil in a pan and bake beef for 5 minutes.,"Step 3: Add beans and tomato to the skillet, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
104,Pad Thai,Thai,Snack,Vegan,"noodles, tofu, peanuts","Step 1: Prepare ingredients by cleaning and chopping: noodles, tofu.",Step 2: Heat oil in a steamer and blanch noodles for 5 minutes.,"Step 3: Add tofu and peanuts to the wok, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
105,Margherita Pizza,Italian,Breakfast,Vegan,"cheese, tomato, basil","Step 1: Prepare ingredients by cleaning and chopping: cheese, tomato.",Step 2: Heat oil in a wok and steam cheese for 5 minutes.,"Step 3: Add tomato and basil to the skillet, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
106,Crepes,French,Snack,Non-Vegetarian,"flour, milk, egg","Step 1: Prepare ingredients by cleaning and chopping: flour, milk.",Step 2: Heat oil in a skillet and blanch flour for 5 minutes.,"Step 3: Add milk and egg to the saucepan, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
107,Thai Fried Rice,Thai,Dinner,Gluten-Free,"rice, egg, chicken","Step 1: Prepare ingredients by cleaning and chopping: rice, egg.",Step 2: Heat oil in a oven and fry rice for 5 minutes.,"Step 3: Add egg and chicken to the pan, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
108,Green Curry,Thai,Breakfast,Non-Vegetarian,"coconut milk, green curry paste, chicken, basil, fish sauce, green chili","Step 1: Prepare ingredients by cleaning and chopping: coconut milk, green curry paste.",Step 2: Heat oil in a oven and bake coconut milk for 5 minutes.,"Step 3: Add green curry paste and chicken to the pan, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
109,Quiche Lorraine,French,Snack,Gluten-Free,"egg, cheese, bacon","Step 1: Prepare ingredients by cleaning and chopping: egg, cheese.",Step 2: Heat oil in a pan and bake egg for 5 minutes.,"Step 3: Add cheese and bacon to the pot, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
110,Mac and Cheese,American,Dinner,Gluten-Free,"macaroni, cheese, milk, butter, flour, milk, salt, pepper",Step 1: Boil macaroni in salted water until al dente. Drain and set aside.,"Step 2: In a saucepan, melt butter and stir in flour to form a roux. Gradually whisk in milk.","Step 3: Add cheese, stir until melted and creamy. Mix in the cooked macaroni.","Step 4: Simmer for 2-3 minutes, season with salt and pepper, and serve hot."
111,Tacos al Pastor,Mexican,Snack,Gluten-Free,"pork, pineapple, tortilla, onion, cilantro, lime","Step 1: Prepare ingredients by cleaning and chopping: pork, pineapple.",Step 2: Heat oil in a skillet and simmer pork for 5 minutes.,"Step 3: Add pineapple and tortilla to the grill, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
112,Tempura,Japanese,Dinner,Non-Vegetarian,"shrimp, flour, egg","Step 1: Prepare ingredients by cleaning and chopping: shrimp, flour.",Step 2: Heat oil in a wok and grill shrimp for 5 minutes.,"Step 3: Add flour and egg to the pot, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
113,Lasagna,Italian,Breakfast,Gluten-Free,"pasta, cheese, beef, oregano, tomato sauce, garlic","Step 1: Cook the lasagna sheets and prepare a meat sauce with tomatoes, garlic, and beef.","Step 2: In a baking dish, layer pasta, meat sauce, ricotta, and mozzarella cheese.","Step 3: Repeat the layers, finishing with cheese on top.",Step 4: Bake in a preheated oven at 375°F for 30-35 minutes. Let it rest before serving.
114,Buffalo Wings,American,Dinner,Non-Vegetarian,"chicken, hot sauce, butter","Step 1: Prepare ingredients by cleaning and chopping: chicken, hot sauce.",Step 2: Heat oil in a skillet and blanch chicken for 5 minutes.,"Step 3: Add hot sauce and butter to the wok, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
115,Tacos al Pastor,Mexican,Snack,Vegetarian,"pork, pineapple, tortilla, onion, cilantro, lime","Step 1: Prepare ingredients by cleaning and chopping: pork, pineapple.",Step 2: Heat oil in a pan and fry pork for 5 minutes.,"Step 3: Add pineapple and tortilla to the skillet, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
116,Miso Soup,Japanese,Lunch,Vegetarian,"miso, tofu, seaweed","Step 1: Prepare ingredients by cleaning and chopping: miso, tofu.",Step 2: Heat oil in a wok and fry miso for 5 minutes.,"Step 3: Add tofu and seaweed to the pan, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
117,Teriyaki Chicken,Japanese,Snack,Vegan,"chicken, soy sauce, sugar","Step 1: Prepare ingredients by cleaning and chopping: chicken, soy sauce.",Step 2: Heat oil in a pan and steam chicken for 5 minutes.,"Step 3: Add soy sauce and sugar to the wok, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
118,Risotto Milanese,Italian,Breakfast,Gluten-Free,"rice, saffron, cheese","Step 1: Prepare ingredients by cleaning and chopping: rice, saffron.",Step 2: Heat oil in a skillet and fry rice for 5 minutes.,"Step 3: Add saffron and cheese to the pan, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
119,Chicken Biryani,Indian,Dinner,Vegan,"chicken, rice, onion, garam masala, mint, yogurt","Step 1: Marinate chicken with yogurt, spices, and herbs. Let it rest for 30 minutes.","Step 2: In a pot, sauté onions and add marinated chicken. Cook till partially done.","Step 3: Add parboiled basmati rice over chicken, layer with mint and fried onions.",Step 4: Cover and dum cook for 20 minutes on low heat. Serve hot with raita.
120,Miso Soup,Japanese,Lunch,Gluten-Free,"miso, tofu, seaweed","Step 1: Prepare ingredients by cleaning and chopping: miso, tofu.",Step 2: Heat oil in a grill and simmer miso for 5 minutes.,"Step 3: Add tofu and seaweed to the steamer, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
